os_type,os_days_since_update,firewall_enabled,antivirus_enabled,days_since_av_update,browser_safe_browsing_enabled,browser_autofill_passwords,risky_extension_count,risk_score_0_10,risk_tier
Windows,25.2,1,1,4.5,1,1,0,1.44,Low
Windows,167.5,1,1,30.2,1,1,0,3.57,Low
macOS,220.9,1,0,54.0,0,1,0,7.14,High
macOS,95.1,0,0,6.8,0,0,0,8.5,High
Windows,81.6,1,0,35.3,0,1,1,5.77,Medium
Windows,93.8,0,1,37.7,0,1,0,7.55,High
Windows,40.7,0,0,46.5,1,1,2,7.78,High
macOS,11.0,1,1,2.9,0,1,2,3.47,Low
Windows,43.2,1,1,19.9,0,0,0,2.54,Low
Windows,175.7,0,0,316.9,1,0,4,10.0,High
Windows,207.0,0,1,79.0,0,1,2,9.85,High
Windows,74.1,1,1,21.2,1,0,3,2.66,Low
Windows,160.6,0,1,20.1,0,1,1,8.45,High
macOS,108.1,1,0,51.0,1,0,4,5.4,Medium
macOS,106.7,1,1,105.2,1,0,0,2.53,Low
macOS,196.7,1,0,66.8,0,1,5,9.88,High
macOS,151.4,1,1,40.1,1,0,2,3.88,Low
macOS,27.4,0,1,5.4,0,0,0,4.65,Medium
Windows,55.8,1,0,20.9,1,0,1,2.96,Low
macOS,112.8,1,1,41.1,0,1,3,7.06,High
Windows,63.7,0,1,48.6,1,0,2,4.88,Medium
Windows,271.3,0,1,42.6,0,1,1,9.83,High
macOS,434.4,1,1,31.8,0,1,5,8.63,High
Windows,137.3,1,1,21.0,0,0,2,4.02,Medium
Windows,99.5,1,1,71.7,1,1,1,2.97,Low
macOS,101.3,1,1,50.4,1,0,0,2.65,Low
Linux,110.4,1,1,59.2,1,0,2,2.9,Low
Linux,78.9,1,1,25.5,1,1,2,2.48,Low
Windows,225.2,1,1,77.9,1,0,0,3.89,Low
Windows,68.2,0,1,75.5,0,0,1,6.27,Medium
macOS,99.3,1,1,37.8,0,1,1,5.97,Medium
Windows,88.2,1,1,38.2,1,1,4,2.84,Low
macOS,69.4,1,1,30.3,1,0,0,2.1,Low
Windows,47.4,1,0,7.8,0,1,0,5.63,Medium
Windows,226.2,1,0,75.1,1,0,2,5.31,Medium
Windows,132.7,1,1,3.4,1,0,1,2.53,Low
macOS,68.7,0,1,17.0,1,0,0,4.18,Medium
Windows,284.4,1,0,85.3,0,1,4,9.52,High
Windows,74.4,0,0,45.4,1,0,2,7.06,High
Windows,26.9,1,1,61.8,1,0,1,0.85,Low
Windows,90.3,1,1,23.3,1,0,0,2.14,Low
Windows,298.5,1,0,32.1,1,0,3,7.06,High
macOS,82.4,1,1,51.1,1,0,3,2.27,Low
Windows,286.4,1,0,30.5,1,1,2,5.35,Medium
macOS,55.6,1,1,19.1,1,0,1,1.29,Low
Linux,82.1,1,1,102.7,1,1,1,2.95,Low
Windows,131.9,1,0,126.7,0,1,4,8.36,High
Windows,55.8,0,0,96.8,1,1,2,7.8,High
macOS,274.7,0,0,89.0,0,0,1,10.0,High
Windows,69.5,0,0,75.2,1,0,3,7.32,High
Windows,68.1,1,1,77.9,0,0,0,3.24,Low
Linux,75.0,1,0,8.1,1,0,2,3.4,Low
Linux,73.3,0,1,23.9,1,1,0,4.11,Medium
macOS,36.6,1,1,20.4,1,0,2,1.27,Low
Windows,192.4,0,0,218.1,1,0,0,8.82,High
macOS,168.9,1,1,141.2,0,0,1,5.76,Medium
macOS,59.7,0,1,14.6,0,1,1,6.9,Medium
Windows,129.1,0,1,222.9,0,1,0,8.21,High
macOS,226.6,1,1,44.4,1,0,4,5.82,Medium
Windows,15.8,1,1,27.1,1,1,0,1.05,Low
Windows,15.9,0,0,34.2,1,1,1,6.73,Medium
Windows,244.2,0,1,19.8,1,0,4,7.96,High
Windows,17.6,1,1,94.9,1,0,3,2.47,Low
Windows,50.5,0,1,41.3,1,0,0,4.05,Medium
macOS,187.6,0,1,74.2,1,1,0,6.66,Medium
Linux,40.3,1,1,60.4,1,0,1,1.33,Low
macOS,47.0,0,1,31.3,1,0,1,3.97,Low
macOS,58.2,1,1,10.8,0,0,1,1.86,Low
Linux,57.6,1,1,113.0,0,1,2,4.96,Medium
Windows,167.3,1,1,64.6,1,1,0,4.14,Medium
Windows,66.6,1,0,133.3,1,1,2,3.36,Low
Windows,425.1,0,1,175.4,0,1,2,9.75,High
Windows,160.8,0,0,46.8,1,1,0,8.34,High
macOS,107.2,1,0,95.0,0,0,1,4.47,Medium
Windows,136.3,1,1,78.9,0,0,6,7.02,High
Windows,290.6,1,1,123.0,1,1,4,6.35,Medium
Windows,27.2,0,1,45.2,1,0,0,3.69,Low
Windows,69.5,1,1,77.8,1,1,2,3.1,Low
Linux,116.5,0,1,18.2,1,1,1,5.65,Medium
Windows,143.5,1,0,4.6,1,1,3,6.43,Medium
Windows,82.0,1,1,42.8,1,1,1,3.03,Low
Windows,128.2,0,1,25.7,1,0,4,7.64,High
Windows,66.6,1,1,101.4,0,1,1,5.21,Medium
macOS,80.6,1,0,113.4,1,0,3,3.85,Low
Windows,208.2,1,0,41.4,0,0,4,8.14,High
Windows,63.3,1,1,26.7,0,0,4,2.97,Low
Windows,79.9,1,0,19.0,1,0,1,3.16,Low
macOS,27.3,1,0,15.8,1,0,0,2.62,Low
macOS,143.0,1,1,68.4,1,0,1,3.83,Low
macOS,37.3,1,0,10.4,0,0,2,3.87,Low
macOS,92.4,1,0,55.9,1,1,2,4.29,Medium
macOS,52.6,1,1,66.7,1,1,0,1.89,Low
Windows,220.3,0,1,117.7,1,1,0,7.28,High
Windows,44.9,0,1,66.1,1,0,3,4.5,Medium
Windows,186.5,0,0,36.6,1,1,2,9.57,High
Windows,176.2,1,0,189.2,0,1,3,8.82,High
macOS,50.7,1,1,56.6,0,0,0,3.24,Low
Windows,65.9,1,0,33.5,0,0,2,3.61,Low
macOS,83.7,0,1,80.0,1,0,0,4.61,Medium
Linux,197.4,1,0,32.7,1,0,1,4.69,Medium
Windows,81.1,1,1,87.9,1,0,1,2.25,Low
Linux,108.9,0,1,6.5,1,0,0,3.06,Low
macOS,177.8,1,0,67.9,1,0,0,4.48,Medium
Linux,113.2,1,0,44.7,0,1,3,8.22,High
Windows,19.0,1,1,11.2,0,0,1,1.75,Low
Windows,241.7,1,1,34.7,0,1,2,7.1,High
Windows,233.1,0,1,86.2,1,0,1,7.06,High
Windows,167.1,1,1,7.2,1,0,1,3.39,Low
Windows,101.2,0,0,73.5,1,1,1,8.05,High
Linux,109.0,1,0,36.6,0,1,0,6.44,Medium
macOS,80.8,1,1,83.4,1,1,2,3.45,Low
Windows,41.2,1,1,2.9,1,0,0,0.5,Low
Windows,131.7,0,0,57.8,1,1,0,7.89,High
Windows,280.8,1,0,73.9,0,0,4,7.76,High
Windows,163.5,1,0,27.0,1,1,2,5.67,Medium
Linux,98.8,1,1,20.3,0,0,5,5.22,Medium
Windows,195.5,0,1,79.0,0,1,1,9.38,High
Windows,49.6,0,1,19.5,1,0,1,3.6,Low
macOS,489.1,1,1,84.3,1,1,2,5.07,Medium
Windows,48.4,0,0,13.5,1,1,1,7.21,High
Windows,97.7,1,1,10.9,1,0,3,3.84,Low
macOS,165.4,1,0,68.8,1,0,2,4.22,Medium
macOS,80.5,0,1,35.7,1,1,0,5.0,Medium
Linux,147.2,1,1,19.8,0,0,0,4.29,Medium
macOS,47.7,1,0,53.5,1,1,0,3.01,Low
Windows,217.1,0,0,168.2,1,1,2,9.36,High
macOS,158.9,1,1,81.3,0,1,2,6.6,Medium
Linux,170.4,0,0,40.6,1,0,2,9.21,High
macOS,69.7,1,1,74.7,1,0,0,2.05,Low
Linux,88.9,0,0,40.9,0,0,3,9.46,High
macOS,61.1,1,1,11.3,1,1,2,2.14,Low
Linux,156.1,1,1,77.0,1,1,2,4.57,Medium
Windows,149.2,1,1,88.0,1,1,1,3.97,Low
macOS,42.1,1,1,5.4,1,1,0,1.32,Low
Windows,177.1,1,1,72.8,1,1,1,5.11,Medium
macOS,84.2,1,1,16.9,1,0,1,1.89,Low
macOS,74.3,0,0,70.8,1,0,2,7.2,High
Linux,115.7,0,1,37.1,1,1,2,6.56,Medium
Linux,155.4,1,1,29.8,1,0,2,3.13,Low
Windows,22.9,1,1,19.8,0,0,0,1.73,Low
macOS,169.3,0,1,75.7,0,1,1,9.43,High
macOS,473.7,0,0,99.7,0,1,1,10.0,High
Windows,44.6,1,1,98.3,1,0,0,1.9,Low
Windows,31.0,0,1,22.7,0,1,1,5.97,Medium
Windows,134.7,1,1,44.2,0,0,1,4.48,Medium
macOS,90.6,1,0,51.6,0,1,2,6.75,Medium
Windows,154.6,1,1,150.3,0,0,3,6.25,Medium
Linux,45.6,1,1,12.9,1,0,0,0.21,Low
Windows,58.4,1,1,32.8,1,0,1,0.88,Low
Linux,86.1,1,0,38.0,1,0,2,3.64,Low
Windows,146.0,1,1,17.8,1,1,1,3.9,Low
macOS,163.4,1,1,76.0,0,1,0,6.17,Medium
Windows,63.3,1,1,76.1,1,1,1,3.15,Low
macOS,275.6,1,1,72.6,1,1,2,4.97,Medium
macOS,117.0,0,1,74.0,1,0,1,5.59,Medium
Linux,165.1,1,1,91.8,0,1,0,7.0,High
macOS,89.9,1,1,13.1,1,0,2,1.48,Low
Windows,29.3,1,0,38.1,0,1,0,5.18,Medium
Windows,83.0,0,1,24.0,0,1,2,6.69,Medium
Windows,26.2,1,0,31.4,0,1,0,4.21,Medium
Windows,210.1,1,0,34.8,1,1,2,5.11,Medium
macOS,75.4,1,1,48.2,1,1,0,2.79,Low
macOS,43.2,0,1,149.8,1,1,3,5.42,Medium
macOS,49.8,1,1,59.8,0,0,2,3.92,Low
Linux,119.0,1,1,46.1,0,1,3,7.27,High
macOS,63.6,1,1,24.6,0,0,3,3.33,Low
macOS,246.9,0,0,63.7,1,0,3,10.0,High
Windows,213.8,0,1,31.4,1,0,3,7.69,High
Windows,147.1,0,0,35.1,1,0,3,9.77,High
macOS,59.2,0,1,79.4,0,0,0,5.7,Medium
Linux,111.0,0,1,126.4,0,0,4,8.52,High
Windows,113.6,0,0,152.7,1,0,2,8.61,High
Windows,111.8,0,0,17.5,1,0,2,8.12,High
macOS,45.3,1,1,44.9,1,0,0,1.64,Low
Windows,279.6,1,1,61.1,1,0,1,4.12,Medium
Windows,18.8,1,0,49.7,1,0,2,2.33,Low
Linux,105.4,1,0,45.2,0,1,1,6.84,Medium
macOS,58.7,0,0,54.9,1,0,0,6.49,Medium
Windows,139.5,0,1,94.0,0,1,3,10.0,High
Linux,105.5,1,0,61.7,1,1,2,3.68,Low
Windows,177.0,0,1,11.2,1,1,1,6.24,Medium
Linux,79.5,1,0,63.4,0,1,3,6.66,Medium
Windows,72.7,0,1,28.3,1,1,2,4.49,Medium
macOS,124.3,1,1,35.4,0,1,1,6.3,Medium
Windows,205.9,0,0,54.2,1,1,2,9.57,High
Windows,152.7,1,1,52.2,0,1,1,7.03,High
Linux,65.3,1,0,37.9,1,0,2,3.1,Low
Windows,45.3,1,1,66.5,1,0,1,1.0,Low
Windows,154.9,0,1,52.6,0,1,1,8.76,High
Windows,97.0,1,0,64.8,0,0,2,4.83,Medium
macOS,105.0,0,0,102.3,1,1,2,7.79,High
macOS,53.4,1,1,96.5,0,1,2,5.21,Medium
Linux,87.9,1,0,43.3,1,0,3,3.37,Low
Windows,68.6,1,1,33.7,1,1,1,1.82,Low
Windows,117.7,0,1,23.3,0,1,0,7.35,High
Windows,118.4,1,1,15.4,1,1,1,3.33,Low
macOS,110.3,1,1,71.9,1,0,2,3.12,Low
Linux,154.4,0,0,126.5,0,1,5,10.0,High
macOS,214.0,0,1,139.9,1,0,3,8.0,High
macOS,105.6,1,0,114.9,1,1,1,4.57,Medium
Windows,176.2,1,1,52.5,0,1,1,7.07,High
Linux,126.8,1,0,18.4,1,0,0,4.03,Medium
Windows,46.7,1,1,25.2,1,0,1,1.56,Low
Windows,283.0,0,1,83.2,0,0,2,7.6,High
Windows,86.4,1,1,59.0,1,1,2,3.23,Low
Windows,166.6,1,0,31.6,0,1,0,7.72,High
Windows,188.1,1,1,71.3,1,0,3,4.88,Medium
Windows,48.8,0,1,50.6,1,1,5,4.71,Medium
Windows,263.6,0,1,84.7,1,1,2,6.93,Medium
macOS,355.2,0,0,41.3,0,1,1,10.0,High
Windows,100.6,1,0,35.6,1,0,0,3.36,Low
Windows,210.7,1,1,69.0,1,0,0,3.54,Low
Linux,322.1,1,0,77.2,0,0,2,6.76,Medium
macOS,175.1,1,1,38.0,0,0,5,8.03,High
Windows,40.6,0,1,3.6,1,1,0,3.4,Low
Windows,150.6,0,0,199.6,1,0,2,7.87,High
Linux,110.7,1,1,18.5,1,0,0,2.03,Low
Windows,62.3,1,0,106.8,1,0,2,3.28,Low
Windows,167.2,0,0,45.0,0,1,5,10.0,High
Linux,152.0,1,1,79.4,0,0,3,6.95,Medium
Windows,161.2,1,1,74.4,1,1,1,4.31,Medium
macOS,54.8,1,1,37.7,1,0,3,2.23,Low
macOS,195.4,1,0,96.6,1,1,0,6.28,Medium
macOS,55.4,1,1,11.2,1,0,0,0.95,Low
Windows,65.9,0,1,147.6,1,1,0,4.92,Medium
Windows,29.1,0,1,80.5,1,1,0,4.45,Medium
Windows,232.4,1,0,64.6,1,0,0,5.76,Medium
Windows,270.1,0,0,32.2,0,1,0,10.0,High
Linux,156.5,1,0,96.3,0,0,0,5.78,Medium
Windows,69.1,0,0,39.8,1,0,0,6.4,Medium
macOS,111.4,1,1,26.0,0,0,1,4.47,Medium
macOS,65.6,1,0,22.0,1,0,2,3.09,Low
macOS,41.6,1,1,37.0,1,0,2,2.26,Low
Windows,6.3,1,1,17.6,1,0,1,0.43,Low
Windows,169.6,0,0,12.9,0,0,0,9.53,High
Linux,191.7,1,0,16.1,1,0,3,5.87,Medium
macOS,141.2,1,1,22.8,0,1,1,6.01,Medium
macOS,60.1,0,0,76.0,0,1,0,8.5,High
Linux,51.3,1,1,31.3,1,1,0,2.34,Low
macOS,153.4,0,1,68.6,0,0,2,7.21,High
Windows,334.5,1,1,157.6,0,0,1,4.93,Medium
macOS,58.9,1,1,10.5,0,1,0,3.94,Low
Windows,139.7,0,1,104.3,0,1,2,9.32,High
macOS,66.2,1,0,42.8,1,1,3,3.79,Low
Linux,150.6,0,0,182.6,1,1,0,8.84,High
Windows,81.3,1,0,51.7,1,0,0,3.13,Low
Windows,119.8,1,1,111.2,0,1,2,6.46,Medium
Windows,180.0,0,1,42.9,0,1,2,10.0,High
Linux,90.9,1,1,68.0,1,1,0,2.69,Low
Windows,115.8,0,0,41.2,0,1,0,10.0,High
Windows,143.1,1,0,24.8,1,0,2,3.72,Low
Windows,390.6,0,0,71.7,1,1,2,10.0,High
Windows,181.8,1,1,87.4,1,0,1,4.12,Medium
Windows,264.2,1,1,49.7,1,1,1,4.62,Medium
Windows,62.7,0,1,50.7,1,0,6,5.1,Medium
Windows,230.7,0,1,36.0,0,1,4,10.0,High
Windows,206.4,0,0,31.3,1,1,1,9.56,High
Windows,122.5,0,1,31.9,0,1,1,8.24,High
Windows,190.9,0,1,144.6,1,0,5,8.34,High
Windows,129.2,1,1,74.5,1,1,0,4.35,Medium
macOS,172.0,0,1,84.7,1,1,1,7.36,High
Windows,70.6,1,1,54.6,0,0,1,4.28,Medium
Windows,92.8,1,0,121.4,1,1,1,3.16,Low
Windows,145.3,1,1,192.7,0,1,7,8.09,High
Windows,25.5,1,1,6.0,0,1,1,3.89,Low
Windows,118.2,1,0,73.7,1,1,2,4.07,Medium
Windows,58.0,0,0,94.7,1,0,0,6.22,Medium
Linux,70.3,1,0,53.4,1,0,0,2.4,Low
Windows,197.6,1,1,94.2,1,0,0,4.22,Medium
Windows,65.5,1,0,53.5,1,1,0,3.09,Low
Windows,68.8,1,0,60.4,1,1,0,2.88,Low
Windows,196.2,1,1,29.8,1,0,1,4.5,Medium
Windows,118.4,0,0,134.7,1,1,0,8.23,High
macOS,71.1,1,0,38.9,0,1,0,5.88,Medium
macOS,56.1,1,1,40.3,1,1,0,2.14,Low
Windows,170.2,1,1,53.7,1,0,0,4.14,Medium
Windows,192.0,0,0,58.3,0,1,1,10.0,High
Windows,118.3,0,0,159.3,1,1,1,7.44,High
Windows,64.4,1,1,73.9,0,0,0,4.19,Medium
macOS,224.8,1,1,45.5,1,1,2,5.46,Medium
Windows,91.6,0,1,45.1,1,1,0,5.0,Medium
Windows,113.8,1,1,46.4,0,0,1,3.63,Low
Linux,49.4,1,1,101.1,1,0,1,1.52,Low
Windows,110.4,1,1,40.6,1,0,2,2.53,Low
Windows,181.5,1,0,101.3,0,1,1,7.9,High
macOS,121.4,0,0,151.8,0,1,2,10.0,High
Windows,92.4,0,1,58.5,1,1,1,5.36,Medium
Windows,160.3,0,0,22.8,0,0,3,10.0,High
Windows,10.2,1,1,24.5,0,0,0,1.89,Low
Linux,71.7,0,0,67.3,0,1,1,10.0,High
Windows,93.7,0,1,19.5,0,1,0,7.12,High
Windows,25.0,0,0,17.1,1,0,2,6.91,Medium
Windows,27.0,1,1,30.8,1,1,0,2.33,Low
Windows,121.1,0,1,122.4,1,0,3,7.24,High
macOS,23.2,0,1,25.4,0,0,2,4.86,Medium
Windows,32.0,0,0,54.3,1,0,0,5.93,Medium
macOS,113.9,1,1,131.6,0,0,0,4.74,Medium
macOS,64.6,1,0,20.0,1,1,1,3.79,Low
macOS,46.6,1,0,60.0,0,0,1,3.26,Low
Windows,148.1,0,1,100.9,1,0,2,6.55,Medium
Linux,180.9,1,1,41.2,1,1,1,4.35,Medium
macOS,103.7,1,1,26.3,1,0,2,2.74,Low
Windows,206.5,0,0,20.8,1,1,1,9.29,High
macOS,6.4,0,1,19.1,0,0,0,4.03,Medium
Linux,121.3,0,1,351.1,0,1,2,7.98,High
Windows,26.4,1,1,28.9,0,1,0,3.06,Low
Linux,244.4,1,1,32.4,1,0,0,3.57,Low
Windows,100.9,1,0,11.8,0,1,1,6.33,Medium
macOS,178.8,0,0,118.0,0,0,4,10.0,High
Linux,30.7,1,0,7.6,0,0,0,3.64,Low
Windows,161.7,0,0,48.4,1,1,1,8.64,High
macOS,120.7,1,0,98.9,1,1,5,5.78,Medium
Windows,87.3,1,0,30.7,1,0,1,3.74,Low
macOS,88.7,1,1,99.4,1,1,1,3.39,Low
macOS,229.9,1,1,12.4,0,1,2,6.3,Medium
Windows,194.5,0,1,40.0,1,1,0,7.04,High
Windows,314.7,1,0,147.6,1,1,0,4.89,Medium
Windows,42.4,1,1,86.1,1,1,3,2.84,Low
Windows,101.2,1,0,124.1,1,0,1,3.69,Low
Windows,49.9,0,1,67.7,0,0,2,5.73,Medium
Windows,11.7,1,1,53.9,1,1,0,1.71,Low
Windows,386.2,0,0,93.5,1,1,2,8.97,High
Windows,158.1,1,1,72.2,1,0,4,5.59,Medium
macOS,89.4,1,1,58.3,1,0,0,2.45,Low
macOS,59.9,1,1,48.3,1,1,0,1.84,Low
macOS,39.4,1,1,7.8,1,0,2,1.47,Low
Windows,121.6,0,0,20.0,1,1,0,8.51,High
Linux,84.2,1,0,100.3,0,1,2,6.27,Medium
macOS,56.0,1,1,9.6,1,1,0,1.67,Low
Windows,246.2,0,0,46.5,1,0,1,8.68,High
Windows,63.3,1,1,34.8,1,0,1,1.8,Low
macOS,81.2,1,1,28.2,0,1,2,4.86,Medium
Windows,40.8,0,0,79.8,1,1,3,7.22,High
Windows,60.6,1,1,63.8,0,1,2,5.07,Medium
Linux,199.3,1,0,43.9,1,1,2,6.35,Medium
Windows,111.6,1,1,67.8,0,1,4,7.49,High
Windows,85.8,0,0,42.3,1,0,3,7.13,High
Linux,295.5,0,1,259.7,0,1,1,8.8,High
macOS,43.9,1,1,22.6,0,1,0,4.31,Medium
Windows,36.6,1,0,50.9,1,0,0,2.82,Low
Linux,126.9,1,1,68.7,1,1,6,5.28,Medium
Linux,66.7,1,1,14.4,1,0,1,1.83,Low
Windows,23.5,0,1,19.4,1,0,1,3.51,Low
macOS,96.7,1,1,23.7,1,0,2,2.47,Low
Windows,128.8,1,0,14.9,0,1,5,8.33,High
Windows,114.2,1,0,22.0,1,0,1,4.02,Medium
macOS,121.7,1,1,48.1,0,0,0,4.8,Medium
Windows,59.6,0,0,59.7,1,1,3,8.11,High
macOS,51.5,1,1,46.9,1,0,4,2.61,Low
macOS,28.6,1,0,26.6,1,0,3,3.04,Low
Windows,184.6,0,0,101.5,0,1,2,10.0,High
macOS,60.0,1,0,26.6,1,1,0,3.4,Low
Windows,72.3,1,1,117.3,1,1,1,3.12,Low
Linux,63.0,1,1,4.1,0,1,2,4.24,Medium
Windows,56.6,0,1,49.0,1,1,5,5.67,Medium
macOS,63.7,0,1,56.0,1,1,2,5.05,Medium
macOS,26.2,1,1,3.5,1,1,0,0.39,Low
Windows,250.1,0,0,47.4,0,0,3,10.0,High
macOS,17.3,1,0,59.7,1,1,0,3.16,Low
macOS,155.9,1,0,25.9,0,0,0,5.41,Medium
macOS,54.8,1,1,42.6,1,1,2,2.54,Low
macOS,155.4,1,0,12.2,1,0,0,3.82,Low
Linux,26.5,1,0,9.9,0,0,0,3.56,Low
Windows,99.0,1,1,37.3,1,1,2,2.96,Low
Windows,326.8,0,0,162.5,1,1,1,9.24,High
Windows,195.1,0,0,119.2,1,1,2,9.89,High
macOS,205.1,0,1,43.8,0,1,1,9.37,High
Windows,72.3,1,1,30.9,0,0,1,3.3,Low
Windows,82.1,1,1,107.1,0,1,1,4.98,Medium
Windows,189.9,1,1,42.1,1,1,2,5.0,Medium
Linux,136.9,1,1,66.3,0,0,2,4.68,Medium
Windows,80.7,1,0,43.2,0,1,3,6.96,Medium
macOS,119.5,1,1,19.2,0,1,1,5.45,Medium
Windows,454.4,1,1,57.4,0,1,2,6.85,Medium
Linux,20.6,1,1,50.8,1,1,1,1.22,Low
Windows,230.9,1,1,44.5,1,1,5,6.33,Medium
Windows,106.3,0,1,26.9,1,1,1,5.25,Medium
Linux,9.7,1,1,21.4,1,0,0,0.68,Low
Linux,17.7,0,1,36.6,1,0,0,2.85,Low
Windows,146.1,0,1,163.0,0,1,3,10.0,High
Windows,54.5,1,0,26.2,1,0,1,1.76,Low
macOS,49.5,1,1,117.8,0,1,1,4.81,Medium
Linux,89.2,1,1,79.7,0,1,3,5.6,Medium
Windows,68.2,1,1,161.9,1,1,4,3.45,Low
Windows,163.9,0,0,62.7,0,1,3,10.0,High
macOS,30.3,1,1,41.2,1,0,0,1.52,Low
macOS,152.7,0,1,8.4,1,0,1,5.57,Medium
macOS,135.3,1,0,189.0,0,1,5,9.44,High
macOS,25.2,1,1,20.3,1,1,0,1.8,Low
Windows,144.5,1,0,42.1,1,1,3,6.98,Medium
Linux,178.7,1,1,10.7,0,0,1,4.69,Medium
Linux,44.6,1,0,72.1,1,1,1,3.39,Low
macOS,26.8,1,0,16.9,0,0,3,4.38,Medium
Windows,230.9,0,0,140.6,0,0,1,10.0,High
Windows,205.8,0,1,222.5,1,1,4,9.31,High
macOS,108.8,1,1,35.6,1,0,1,2.68,Low
Windows,169.6,0,0,96.4,1,1,1,8.52,High
Linux,73.7,1,1,44.6,0,1,2,5.69,Medium
Windows,173.2,1,1,3.4,1,0,3,4.59,Medium
macOS,217.6,1,1,63.7,1,0,1,3.6,Low
Linux,52.7,0,1,78.6,0,0,3,7.51,High
Windows,167.8,0,1,30.8,1,1,0,5.91,Medium
Windows,333.9,0,1,27.1,0,1,2,9.46,High
macOS,257.3,0,1,31.7,0,0,1,7.25,High
macOS,190.5,1,1,85.1,1,1,0,4.43,Medium
Windows,91.2,0,1,44.9,1,0,2,4.82,Medium
macOS,39.4,1,1,26.7,1,0,1,0.9,Low
Linux,107.6,1,1,154.0,1,0,1,3.36,Low
Windows,37.4,1,1,56.1,1,1,0,2.91,Low
Windows,228.4,0,0,263.3,1,1,0,9.1,High
Windows,120.5,0,0,24.5,0,1,1,9.83,High
Windows,95.2,0,0,39.4,0,1,2,9.87,High
Windows,130.5,0,0,139.8,0,0,1,8.99,High
Windows,148.9,1,0,71.7,0,1,2,7.49,High
macOS,94.7,0,1,51.1,0,0,0,6.08,Medium
Windows,25.8,0,0,94.7,1,0,0,6.7,Medium
Linux,196.3,1,1,90.2,1,0,3,5.76,Medium
Windows,127.8,1,1,110.4,0,1,0,6.29,Medium
Windows,46.6,1,0,29.4,0,0,2,4.16,Medium
macOS,47.3,1,1,13.6,1,1,0,1.53,Low
Linux,37.5,0,0,111.8,1,1,3,7.02,High
Windows,258.7,0,1,53.0,0,0,1,7.99,High
Windows,158.6,0,1,86.1,0,0,0,7.32,High
Windows,37.6,1,1,26.2,0,0,0,2.48,Low
Windows,45.5,1,0,22.5,0,1,0,4.99,Medium
Windows,172.1,0,0,119.8,1,1,3,10.0,High
Windows,106.2,0,1,68.4,0,1,3,9.85,High
Windows,141.5,1,1,19.6,0,0,0,4.44,Medium
Windows,60.1,0,0,26.6,1,1,5,7.9,High
Linux,185.5,0,1,182.9,1,0,0,5.91,Medium
macOS,63.6,1,1,58.6,0,0,0,2.87,Low
Windows,331.5,1,1,82.9,1,1,4,6.43,Medium
Windows,51.9,1,1,105.6,0,0,4,3.94,Low
Windows,162.9,1,0,17.3,0,0,2,6.45,Medium
Windows,180.6,0,0,145.4,1,1,2,9.57,High
macOS,19.2,0,1,14.9,1,1,2,3.68,Low
Linux,65.6,0,1,23.9,1,0,2,5.38,Medium
Linux,168.1,0,1,38.3,1,0,2,6.5,Medium
Linux,111.5,1,1,83.4,0,1,2,5.91,Medium
Linux,43.3,1,1,60.5,0,0,2,3.32,Low
Linux,226.7,1,1,26.0,1,1,2,4.78,Medium
Windows,375.8,0,0,23.9,0,1,1,10.0,High
Windows,224.9,0,1,126.3,1,1,3,9.08,High
Windows,26.3,0,1,27.1,1,1,2,4.14,Medium
macOS,42.0,1,1,83.2,1,1,3,2.59,Low
Windows,29.0,0,0,93.5,1,0,0,5.34,Medium
macOS,153.8,1,1,90.7,1,0,5,6.15,Medium
macOS,119.0,0,1,17.9,0,1,2,7.55,High
Windows,73.6,1,1,4.8,1,1,1,2.38,Low
Windows,43.6,0,1,54.0,1,0,2,4.15,Medium
Windows,47.8,1,1,14.6,0,0,0,2.81,Low
Windows,11.2,1,0,46.4,1,1,2,3.21,Low
Linux,3.0,1,1,72.6,1,1,2,1.55,Low
macOS,114.6,1,1,42.5,1,0,2,2.74,Low
macOS,169.5,1,0,53.8,1,0,2,5.9,Medium
Windows,30.3,1,0,33.1,0,1,0,5.12,Medium
Windows,156.9,1,1,35.9,1,0,2,4.02,Medium
Windows,93.6,0,0,61.7,1,1,2,7.42,High
macOS,59.0,1,0,49.5,1,1,4,3.54,Low
macOS,197.2,0,0,113.5,1,1,3,10.0,High
Windows,376.8,0,0,56.7,0,1,3,10.0,High
Linux,23.5,1,0,23.0,1,0,1,1.82,Low
Windows,455.1,0,1,87.5,0,1,1,9.61,High
Linux,54.8,1,1,14.3,1,1,0,1.01,Low
Windows,118.4,1,1,94.5,1,1,1,3.83,Low
Windows,188.7,1,1,85.5,0,1,1,6.74,Medium
macOS,73.4,1,1,37.7,1,1,5,3.65,Low
Windows,57.3,0,1,51.3,1,1,0,4.73,Medium
Windows,172.7,1,0,52.5,1,0,1,5.08,Medium
Windows,143.1,0,1,30.5,1,0,1,6.14,Medium
Windows,80.5,1,1,28.6,1,0,0,1.59,Low
macOS,195.7,1,0,55.0,1,0,3,6.11,Medium
Linux,66.5,1,1,62.1,0,1,2,5.76,Medium
Linux,160.7,1,1,25.8,0,1,3,8.42,High
Windows,143.3,1,1,51.8,1,1,3,6.04,Medium
Windows,191.6,1,1,45.6,0,0,2,4.75,Medium
Windows,92.4,0,1,80.0,0,0,2,6.98,Medium
Windows,205.3,1,1,13.2,1,0,1,3.22,Low
